Vessel_ID,IATTC_Number.x,Vessel_Name.x,Call_Sign.x,Port_of_Registration.x,Port_of_Registration_State.x,Length.m.,Beam..m.,Depth..m.,Gross_Ton.mt.,Engine_Power.hp..x,Year_Built.x,Hull_Material.y,Fish.hold.volume..m3.,Gear.x
294340,12962,Keku Queen,WDF2799,Charleston,OR,14.11,4.87,2.13,37,225,1964,Wood,NA,Troll
294545,NA,SCORPIO,WCZ3208,Eureka ,CA,12.19140506,3.901249619,2.133495885,26,200,1964,Wood,NA,NA
294711,13851,Fury,WDA7221,Westport,WA,14.84,4.66,1.61,28,600,1964,FRP (Fiberglass),NA,Multi-purpose
294764,NA,IRENE M,WCW7694,San Diego,CA,12.2828406,4.114599208,1.920146297,24,NA,1964,Steel,NA,NA
295013,NA,COLDSTREAM,WU2644,LARSEN BAY,AK,14.96494971,5.028954587,2.346845474,46,NA,1964,Wood,NA,NA
295021,NA,JOYCE MARIE,WU2552,Astoria,OR,15.1782993,5.028954587,2.316366961,45,NA,1964,Wood,NA,NA
295055,NA,WILDCAT,WU3244,Crescent City,CA,12.00853398,4.266991771,1.645839683,19,NA,1964,Wood,NA,NA
295549,10747,Orca,WU3043,Newport,OR,12.49,4.02,1.95,22,200,1965,Wood,16,Troll
295590,10261,Islander,WDE3069,Newport Beach,OR,12.89,3.84,2.22,21,120,1964,Wood,32,Troll
295629,1252,New Dawn,WDD2202,Newport,OR,14.93,4.57,1.92,28,300,1964,Wood,42,Troll
295672,NA,LORI ANN,WQ4500,Eureka ,CA,15.20877781,5.18134715,2.224931423,54,NA,1964,Wood,NA,NA
296255,NA,RIP TIDE,WSM6745,Newport,OR,12.43523316,4.114599208,1.523925632,18,165,1964,Wood,NA,NA
296325,1255,Petra Marie,WDB6428,Garibaldi,OR,12.8,4.26,1.98,24,175,1965,Steel,NA,Troll
297236,10063,Evolution,WBD7604,Newport,OR,17.67,6.7,2.74,54,390,1964,Steel,27,Troll
298475,13372,Mary Lu,WAW9444,Crescent City,CA,15.66,5.09,2.16,45,425,1968,Steel,NA,Multi-purpose
299176,NA,CIMARRON,WV8586,SANTEE,CA,17.0984456,5.333739714,2.804023164,85,NA,1964,Steel,NA,NA
299191,13537,Rachel Lynn,WCZ5666,Ilwaco,WA,12.1,4.26,1.82,21,450,1965,FRP (Fiberglass),NA,Troll
299471,NA,ALASKA,WB6732,HALIBUT COVE,AK,14.78207863,4.02316367,1.737275221,24,280,1965,Wood,NA,NA
299710,NA,Capt John,WDE7624,Warrenton,OR,19.9695122,NA,NA,95,NA,1965,Steel,NA,NA
500057,2149,Lydorein,WTH7135,San Diego,CA,22.25,6.7,2.43,100,335,1965,Steel,89,Pole and line
500460,NA,CAPE ST ELIAS,WDD2436,KING COVE,AK,15.1782993,5.425175251,2.956415727,61,NA,1965,Steel,NA,NA
500833,NA,ANGELA CAROL,WDC5407,Neah Bay,WA,21.24352332,6.09570253,3.535507467,95,400,1965,Steel,NA,NA
500864,10627,Miss Yvonne,WBD5662,Newport,OR,18.37,6.37,2.43,56,350,1965,Wood,47,Multi-purpose
501177,9801,Boccie Boy,WDG5409,Santa Cruz,CA,12.19,3.35,1.67,10,135,1940,Wood,5,Multi-purpose
501228,NA,CAPE ALITAK,WX8333,Longview,WA,15.48308443,4.967997562,2.255409936,39,NA,1965,Wood,NA,NA
501540,1231,Tempest,WDE6669,Eureka ,CA,14.96,4.87,2.37,45,200,1965,Wood,48,Troll
502240,10565,Mermaid,WDD5951,Westport,WA,14.63,3.96,1.67,24,200,1966,FRP (Fiberglass),11,Multi-purpose
502311,NA,RED EAGLE,WX6655,Astoria,OR,27.64401097,6.583358732,2.407802499,135,NA,1966,Steel,NA,NA
502325,11231,Tommie Si,WTX5063,Los Angeles,CA,18.47,4.75,2.92,49,230,1966,Steel,67,Troll
502352,NA,VERACRUZ,WX6084,Ilwaco,WA,15.33069186,5.364218226,2.285888449,50,NA,1966,Wood,NA,NA
502523,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,NA,NA,NA
502608,NA,HUSTLER,WAQ8009,Westport,WA,12.86193234,4.60225541,2.07253886,28,350,1966,Wood,NA,NA
502833,10183,Gypsy,WDA6783,Garibaldi,OR,11.55,3.84,1.82,16,200,1966,FRP (Fiberglass),6,Troll
502899,11081,Snapper,WAZ8021,Westport,WA,12.49,4.26,1.67,21,165,1964,Wood,NA,Troll
503045,NA,ECLIPSE,WDD9313,Newport,OR,16.70222493,5.455653764,2.285888449,49,250,1966,Steel,NA,NA
503107,NA,Sunday,WY9238,Albion,CA,9.390243902,NA,NA,9.390243902,NA,1928,Wood,NA,NA
503522,10275,Jaka-B,WDC5714,Newport,OR,17.37,4.6,1.82,36,350,1966,Steel,54,Troll
504356,12502,Marne,WDG4945,Ilwaco,WA,14.35,4.35,2.13,28,175,1966,Wood,NA,Troll
504543,NA,F V TIFFANY,WX6723,Newport,OR,26.18104237,7.040536422,2.316366961,144,800,1939,Steel,NA,NA
504566,NA,3 CS,WX6698,Garibaldi,OR,11.21609265,4.266991771,1.737275221,19,NA,1966,Wood,NA,NA
505269,NA,C C & GLORIA,WX7365,Moss Landing,CA,14.90399269,4.998476074,2.163974398,44,NA,1966,Steel,NA,NA
506406,NA,LAVERE S,WX7909,Westport,WA,11.91709845,3.931728132,1.859189272,17,210,1966,Wood,NA,NA
506836,11309,Vinland,WDD2342,Moss Landing,CA,13.68,4.29,2.37,30,180,1966,Steel,42,Gillnet
506907,859,Mary F,WY2048,Brookings,OR,13.68,4.29,2.37,30,190,1966,Steel,15,Pole and line
506925,949,Aurora,WY2112,Santa Cruz,CA,13.68,4.29,2.37,29,185,1966,Steel,19,Troll
507118,12926,Husky,WDE7075,Coos Bay,OR,11.7,3.62,1.67,15,165,1967,Wood,NA,Troll
507153,10551,Medallion,WDC6037,Winchester Bay,OR,15.24,5.39,2.16,39,180,1967,Steel,29,Troll
507255,NA,Loraine C,WX8671,Westport,WA,13.23170732,NA,NA,30,NA,1967,Wood,NA,NA
507268,NA,PRINCESS YASMINNA,WDC5165,UTULEI,AS,20.57299604,6.09570253,3.413593417,98,500,1967,Steel,NA,NA
507286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507300,NA,Icelander,WY6552,Guemes Island,WA,12.4695122,NA,NA,NA,NA,1966,Wood,NA,NA
507310,13410,Hawk II,WDB6980,Hammond,OR,14.17,4.75,1.98,31,265,1968,Wood,NA,Multi-purpose
507393,15182,Sylvia,WX8284,Port Townsend,WA,12.19,4.26,1.82,24,200,1967,FRP (Fiberglass),NA,Troll
507402,12984,Mar-shel,WYW5417,Charleston,OR,9.69,3.35,1.67,13,210,1967,Steel,NA,Troll
507523,12924,Jackpot,WX8428,Corpus Christi,TX,22.12,6.7,3.2,108,325,1967,Steel,NA,Troll
507628,NA,MEL ANTONE,WX8367,OCEAN CITY,MD,20.42060347,6.248095093,2.895458702,99,NA,1967,Wood,NA,NA
507683,11195,Tempest,WDF9768,Crescent City,CA,11.79,4.2,2.1,29,350,1967,FRP (Fiberglass),16,Troll
507777,10305,Jo El,WBC8519,Newport,OR,12.19,3.65,1.82,17,150,1967,Wood,7,Multi-purpose
507798,NA,KATHY JEANNE,WDE2421,Los Angeles,CA,20.08533984,6.766229808,2.682109113,109,NA,1967,Steel,NA,NA
508256,13519,Pacific Seas,WX9602,Eureka ,CA,14.08,4.69,2.71,40,165,1967,Wood,NA,Troll
509235,NA,Orca,NA,Crescent City,CA,19.20731707,NA,NA,79,NA,1967,Wood,NA,NA
509320,12964,Summer Place,WDD8339,Newport,OR,12.61,3.99,2.74,27,250,1967,Wood,NA,Troll
509427,10647,Morningstar II,WP3659,Newport,OR,12.8,4.26,1.82,27,300,1967,FRP (Fiberglass),13,Troll
509483,NA,Pelican,WYC5809,Newport,OR,13.93292683,NA,NA,40,NA,1967,Wood,NA,NA
509557,2137,Charlotte V,WDF3990,San Diego,CA,16.85,5.48,2.68,64,300,1967,Steel,53,Gillnet
509741,12763,Tiger,WN3984,Charleston,OR,14.2,4.87,2.01,31,400,1967,Wood,NA,Troll
509980,NA,C-LADY,WDA4436,Bandon,OR,17.64705882,5.882352941,2.590673575,69,NA,1967,Wood,NA,NA
510351,17287,Molly Jane,WDK2054,San Diego,CA,20.08,6.76,2.68,85,500,1967,Steel,NA,Multi-purpose
510501,10953,Sally Kay,WDD9005,Eureka ,CA,14.32,4.48,2.43,37,250,1967,Steel,66,Troll
510704,14021,Judith W,WP2936,Crescent City,CA,9.14,3.65,1.21,11,120,1967,Wood,NA,Troll
510774,NA,HIGH SEAS,WDD9160,San Francisco,CA,12.55714721,3.809814081,1.920146297,21,120,1946,Wood,NA,NA
511285,NA,MISTY BANKS,WY3265,Coos Bay,OR,11.06370009,3.68790003,1.676318196,16,130,1967,Wood,NA,NA
511337,NA,GOLDEN DOLPHIN,WDI7833,Astoria,OR,20.69491009,6.522401707,2.743066138,83,NA,1967,Wood,NA,NA
511566,11251,Triton,WCZ9982,Garibaldi,OR,12.37,4.26,1.85,24,235,1967,Steel,24,Multi-purpose
511579,10529,Mary B,WDE9132,Newport,OR,18.74,5.45,3.41,58,300,1953,Steel,36,Multi-purpose
511624,NA,VICTORIA,WY5534,San Francisco,CA,12.95336788,4.114599208,2.590673575,35,NA,1967,Steel,NA,NA
511691,10111,Four Winds,WY2921,Ilwaco,WA,13.71,4.26,2.74,37,185,1967,Steel,31,Multi-purpose
512022,15202,Wanderer,WDD9703,Grays Harbor Westport,WA,15.24,4.29,1.82,21,230,1967,FRP (Fiberglass),10,Multi-purpose
512076,NA,TUGIDAK,WDG3411,NAKNEK,AK,33.34349284,8.076805852,3.139286803,194,750,1967,Steel,NA,NA
512179,13483,Orion,WDB3349,Westport,WA,14.96,5.15,2.52,42,350,1967,Steel,NA,Multi-purpose
512639,NA,Dream Girl,WDK3613,Sitka,AK,13.41463415,NA,NA,30,NA,1968,Steel,NA,NA
512654,9933,Cumberland Trail,WDH8553,Honolulu,HI,20.87,6.73,3.44,90,450,1968,NA,104,Longline
512704,12798,Silver Lady,WAN8285,Port Townsend,WA,14.44,4.51,2.37,37,180,1968,NA,NA,Troll
512867,13937,Tally Ho,WY2884,Westport,WA,11.88,3.65,1.21,19,355,1968,Wood,NA,Multi-purpose
512996,NA,Baranof Queen,WDH5394,Port Townsend,WA,14.93902439,NA,NA,51,NA,1968,Steel,NA,NA
513489,NA,Corsair,WY5356,Newport,OR,15.24390244,NA,NA,54,NA,1968,Steel,NA,NA
513575,10291,Sea Hawk,WDH9345,Honolulu,HI,16.7,5.45,2.28,45,402,1968,NA,93,Longline
513937,12875,Blue Chip,WDB7804,Chinook,WA,12.19,4.29,1.82,22,350,1968,FRP (Fiberglass),NA,Multi-purpose
513952,12821,Carina,WDC4560,Bodega Bay,CA,12.98,4.11,2.43,30,165,1968,NA,NA,Troll
514103,NA,TOP CAT,WY3663,LA JOLLA,CA,11.7951844,4.206034746,2.103017373,30,318,1968,FRP (Fiberglass),NA,NA
514104,12940,Char Millee,WDG7636,Newport,OR,9.96,3.23,1.37,10,230,1968,NA,NA,Troll
514371,NA,Seeadler,WAM9027,Pebble Beach,CA,15.24390244,NA,NA,43,NA,NA,NA,NA,NA
514665,NA,Grumpy J,WDF4332,Charleston,OR,22.86585366,NA,NA,129,NA,1968,NA,NA,NA
514822,11347,White Swan III,WY8707,Newport,OR,9.78,3.32,1.31,7,240,1968,Wood,2,Troll
514843,12623,Ruby Sea,WDC9975,Warrenton,OR,12.34,4.29,1.79,25,400,1968,FRP (Fiberglass),NA,Multi-purpose
515057,10251,Inez C,WCZ2822,Ilwaco,WA,13.8,4.35,2.22,26,200,1968,NA,21,Multi-purpose
515274,NA,Pacific Wind,WDH4367,Seattle,WA,20.12195122,NA,NA,132,NA,1968,Steel,NA,NA
515580,10061,Evening Star,WCZ2330,Astoria,OR,14.93,5.18,2.4,41,300,1968,NA,49,Troll
515694,NA,Betty Jean,WY4470,Coos Bay,OR,10.36585366,NA,NA,12,NA,1968,Wood,NA,NA
516428,14578,Timmy Boy,WDF8969,Newport,OR,17.98,7.25,2.28,63,350,1969,NA,NA,Troll
517173,10963,San Pablo,WDC9140,Charleston,OR,14.99,5.15,2.65,44,250,1968,NA,32,Troll
517666,NA,Lady Virginia,WCZ7169,Tokeland,WA,12.80487805,NA,NA,29,NA,1968,Wood,NA,NA
517769,NA,Scorpio,WY7209,Seattle,WA,12.80487805,NA,NA,31,NA,1968,NA,NA,NA
517902,NA,Pacific Crier,WY6066,Brookings,OR,15.51829268,NA,NA,58,NA,1968,Steel,NA,NA
517910,11305,Viking,WDF2825,Crescent City,CA,14.87,4.6,2.89,42,280,1968,NA,35,Pole and line
518004,14510,Master,WDF3776,Newport,OR,10.24,3.56,2.22,17,180,1964,NA,NA,Troll
518173,10293,James Lee,WDB8626,Los Angeles,CA,15.33,5.36,2.28,46,300,1969,NA,NA,Troll
519469,11057,Sidewinder,WDB3796,Shelter Cove,CA,15.2,4.66,2.1,32,170,1969,NA,42,Multi-purpose
519527,10585,Migrator,WY7247,Bodega Bay,CA,12.52,3.96,2.37,25,180,1969,Wood,NA,Troll
519605,NA,QUETZAL,WBJ9343,Seattle,WA,14.87351417,4.724169461,2.438281012,43,330,1969,Wood,NA,NA
520099,NA,Poseidon,WY6571,Westport,WA,12.19512195,NA,NA,20,NA,1969,Wood,NA,NA
520223,13038,Playboy Too,WCY2215,Westport,WA,13.35,4.57,2.07,29,465,1969,Wood,NA,Multi-purpose
520281,10685,Nicki J II,WCW6458,San Francisco,CA,9.75,3.35,1.52,12,140,1969,FRP (Fiberglass),6,Troll
520323,12911,Shamrock,WDD8722,Coos Bay,OR,12.77,4.32,1.92,20,440,1969,Wood,NA,Recreational fishing
520494,NA,LONE STAR,WCP4653,UNALASKA,AK,23.95611094,6.705272783,3.657421518,146,671,1969,Steel,NA,NA
521054,12753,Cap Elza,WUV7187,Newport,OR,19.26,5.39,1.95,43,360,1969,Steel,NA,Troll
521124,12508,Blue Eyes,WDC9021,Westport,WA,15.24,4.26,1.73,15,530,1968,FRP (Fiberglass),NA,Recreational fishing
521196,NA,BIG WAVE,WDE6035,Newport,OR,17.64705882,7.924413289,2.438281012,80,NA,1969,Steel,NA,NA
521523,16180,Telstar,WDE5809,Fort Bragg,CA,14.32,4.93,2.22,34,455,1969,FRP (Fiberglass),NA,Recreational fishing
521529,13296,Granada,WDD5300,Warrenton,OR,21.12,6.55,3.23,101,600,1969,Steel,NA,Multi-purpose
521571,15765,Lorelei,WY7205,Westport,WA,10.05,3.26,1.4,13,125,1969,FRP (Fiberglass),NA,Troll
521976,NA,TURMOIL,WY9269,Seattle,WA,8.991161231,3.505028955,1.706796708,13,NA,1969,FRP (Fiberglass),NA,NA
522171,10023,Eddie & Rod,WCZ5599,Newport,OR,21.12,6.55,3.23,101,640,1969,Steel,NA,Troll
522411,NA,LOST COAST EXPLORER,WDD9709,CRAIG,AK,25.20572996,7.619628162,3.68790003,189,565,1969,Steel,NA,NA
522475,NA,Annie Marie,WCZ8858,Charleston,OR,15.48780488,#VALUE!,#VALUE!,56,NA,1969,Steel,NA,NA
522618,NA,STAR POLARIS,WY7688,Newport,OR,20.42060347,6.248095093,2.895458702,99,NA,1969,Wood,NA,NA
522674,NA,CZARINA,WCP8590,Astoria,OR,15.33069186,5.18134715,2.682109113,53,190,1969,Steel,NA,NA
522680,NA,MUSTANG,WDH4850,GUSTAVOS,AK,12.98384639,4.02316367,1.981103322,28,130,1969,Steel,NA,NA
522766,NA,KAREN MARIE,WDD2413,SEWARD,AK,21.51782993,6.735751295,3.444071929,102,365,1969,Steel,NA,NA
523015,12506,Terry F.,WCX6619,Westport,WA,14.23,4.6,2.19,34,250,1969,Wood,NA,Multi-purpose
524780,12707,Miss Hailee,WCY9928,Fort Bragg,CA,18.28,5.48,3.04,44,450,1970,Steel,NA,Troll
525449,12937,Ultimate,WCR6827,Westport,WA,14.63,4.11,1.06,29,420,1970,FRP (Fiberglass),NA,Recreational fishing
525689,14023,Karen L,WDG8031,Westport,WA,10.05,3.26,1.58,14,120,1970,FRP (Fiberglass),NA,Troll
525691,14006,Richard H,WY9031,Newport,OR,13.35,4.02,2.56,31,225,1970,Wood,NA,Troll
526497,12876,Taurus,WDD8876,Avila Beach,CA,8.71,3.35,1.28,8,165,1970,Wood,NA,Troll
526545,13504,North Star,WY9141,Seattle,WA,10.05,3.26,1.4,14,200,1970,Plastic - MSIS Legacy,NA,Troll
526710,NA,Blue Heather,WY9381,Newport,OR,18.53658537,#VALUE!,#VALUE!,83,NA,NA,Steel,NA,NA
526744,NA,BETTY A,WDC6998,Coos Bay,OR,23.77323987,6.705272783,3.139286803,118,NA,1970,Steel,NA,NA
527001,NA,KELLY GIRL,WY9698,Newport,OR,18.53093569,6.034745504,3.078329778,83,NA,1970,Steel,NA,NA
527108,NA,JIMBOB,WYP7254,Newport,OR,8.564462054,3.078329778,1.402011582,11,150,1970,Other,NA,NA
527376,NA,THUNDER,WYZ3454,Juneau,AK,12.46571167,3.779335568,2.346845474,29,220,1970,Steel,NA,NA
527427,13540,Moxie,WDC3658,Newport,OR,10.05,3.29,1.37,11,200,1969,Wood,NA,Troll
527545,9829,Calypso,WDB7427,Eureka ,CA,14.41,4.26,2.37,31,285,1970,Wood,16,Troll
527718,14504,Little Joe,WDD9989,Brookings,OR,20.87,6.73,3.44,94,500,1970,Steel,NA,Troll
528191,NA,NORTHERN DAWN,WDB6037,SAND POINT,AK,15.08686376,6.644315757,2.346845474,55,300,1970,Steel,NA,NA
528595,NA,Midnight Charger,WDC6913,Neah Bay,WA,13.23170732,#VALUE!,#VALUE!,32,NA,1970,Steel,NA,NA
528785,NA,HAZEL N,WL6060,Newport,OR,8.351112466,3.322157879,1.462968607,10,NA,1961,Wood,NA,NA
529436,NA,NEW ERA,WYZ2787,Westport,WA,19.71959768,6.705272783,3.139286803,122,NA,1970,FRP (Fiberglass),NA,NA
529513,NA,FLYING FIN,WYZ2854,Ketchikan,AK,14.20298689,4.907040536,2.224931423,37,NA,1970,Other,NA,NA
529584,NA,LEILA B,WZT4408,Coos Bay,OR,11.52087778,3.139286803,1.280097531,10,NA,1945,Wood,NA,NA
530072,12716,Regina Marie,WDD3536,Fort Bragg,CA,15.54,4.87,1.98,40,275,1970,Steel,NA,Multi-purpose
530215,NA,MASTER CHARGE,WDD4706,Ilwaco,WA,20.17677537,6.09570253,3.535507467,98,500,1970,Steel,NA,NA
530292,NA,ORION,WYZ3353,Seattle,WA,24.35233161,7.345321548,3.444071929,153,NA,1970,Steel,NA,NA
530753,13253,Viola-E,WYZ3168,Bodega Bay,CA,12.64,4.26,2.37,26,165,1971,Wood,NA,Troll
530923,NA,WANDA LEE,WYZ6260,Bodega Bay,CA,12.5266687,3.596464493,2.346845474,25,NA,1970,Wood,NA,NA
531055,NA,JEANNE ARAIN,WYZ3358,Garibaldi,OR,18.98811338,5.486132277,2.804023164,76,NA,1970,Steel,NA,NA
531323,NA,MORIAH LEE,WYZ4153,Half Moon Bay,CA,16.76318196,4.693690948,2.011581835,37,350,1971,Wood,NA,NA
531456,NA,KUMONIWANNALAYA,WYZ3746,HILO,HI,14.87351417,4.907040536,1.889667784,44,NA,1971,Steel,NA,NA
531721,10719,Pacific Rebel,WYP5406,Garibaldi,OR,15.33,4.57,1.88,33,350,1973,FRP (Fiberglass),24,Troll
531984,13533,Kandi Dawn,WDC6229,Fort Bragg,CA,11.76,4.02,1.67,18,150,1970,FRP (Fiberglass),NA,Multi-purpose
532023,12778,Merva W,WXZ3811,Half Moon Bay,CA,19.35,6.7,2.62,88,360,1971,Steel,NA,Multi-purpose
532104,12888,Karen L,WDH2883,Bellingham,WA,9.2,3.5,1.24,10,165,1971,Wood,NA,Troll
532419,14498,Last Straw,WAI7550,Newport,OR,22.92,8.9,3.16,93,500,1971,Steel,NA,Troll
532949,13125,El Matador,WYZ4261,Westport,WA,13.8,5.63,1.4,37,720,1971,FRP (Fiberglass),NA,Multi-purpose
533019,NA,TEASHA,WDH5637,PORT ALEXANDER,AK,13.16671746,4.14507772,2.621152088,34,185,1971,Steel,NA,NA
533052,1615,Gretchen,WDD3637,La Push,WA,15.84,5.02,2.43,51,250,1971,Steel,42,Multi-purpose
533122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Steel,NA,NA
533291,13063,Shenanegan,WDE3878,Charleston,OR,15.02,7.16,1.61,37,400,1971,Steel,NA,Troll
533298,NA,Michele Summer,WYZ4301,Sequim,WA,20.6097561,NA,NA,91,NA,1971,Steel,NA,NA
533411,7335,Kawaiola,WDH8904,Honolulu,HI,20.9,6.73,3.62,112,450,1971,Steel,130,Longline
533659,NA,TOMMYCOD,WYZ9034,Westport,WA,9.966473636,3.383114904,1.584882658,14,NA,1971,FRP (Fiberglass),NA,NA
533885,NA,MISS HUMBOLDT,WYZ4966,Eureka ,CA,11.94757696,4.327948796,1.981103322,23,NA,1971,Steel,NA,NA
534287,NA,DEBI J,,Crescent City,CA,12.5266687,4.358427309,2.042060347,28,NA,1971,Steel,NA,NA
534479,13134,Donna Sea,WYX3594,Westport,WA,10.97,3.35,1.67,13,350,1971,FRP (Fiberglass),NA,Multi-purpose
534685,11151,Sunset Charge,WCZ8943,Newport,OR,15.05,5.94,2.59,54,270,1971,Steel,44,Multi-purpose
534777,NA,ALASKAN DREAM,WDI7991,Homer,AK,31.39286803,6.735751295,3.779335568,190,NA,1971,Aluminum,NA,NA
534798,NA,VIKING MAID,WYZ6175,CORDOVA,AK,11.76470588,4.236513258,1.828710759,25,300,1971,FRP (Fiberglass),NA,NA
534828,NA,MARO,WCZ3915,Newport,OR,9.265467845,2.895458702,1.49344712,10,120,NA,Wood,NA,NA
535089,NA,RENAISSANCE,WDB5550,Homer,AK,15.45260591,5.18134715,2.438281012,55,285,1971,Steel,NA,NA
535464,NA,SEAROAD,WDD5550,Sitka,AK,12.95336788,3.962206644,2.011581835,26,NA,1971,Steel,NA,NA
535690,11349,Wide West,WDF7901,Newport,OR,14.63,4.26,2.1,28,210,1971,Steel,22,Multi-purpose
536411,16304,Rosalie,WDD3856,,NA,8.22,3.04,1.37,7,100,1965,Wood,NA,Troll
536615,NA,TURNING POINT,WAK4526,Neah Bay,WA,11.76470588,4.236513258,1.828710759,26,NA,1971,FRP (Fiberglass),NA,NA
536620,7395,Kaylee H,WCR8907,San Diego,CA,23.56,6.97,3.77,133,670,1971,Steel,85,Longline
536809,NA,GONE GALT,,Seattle,WA,14.41633648,5.18134715,2.743066138,47,250,1971,Steel,NA,NA
536838,11021,Searcher I,WDA6357,Bandon,OR,13.56,4.38,1.92,22,200,1971,Steel,NA,Troll
536862,10149,Gladnik,WUR2483,Crescent City,CA,16.12,5.54,2.52,57,335,1971,Steel,NA,Troll
536883,NA,RUBICON,WDF8569,Eureka ,CA,12.95336788,3.809814081,1.706796708,19,250,1971,Steel,NA,NA
536911,NA,VIRGA,WDK3309,Sitka,AK,13.77628772,4.327948796,2.6516306,39,330,1971,FRP (Fiberglass),NA,NA
537015,NA,Imojim,WYC6983,Samoa,CA,10.39634146,#VALUE!,#VALUE!,17,NA,NA,Other,NA,NA
537284,10977,Scandia,WSP4876,Fort Bragg,CA,17.67,5.54,3.01,52,440,1972,Steel,56,Multi-purpose
537386,15483,Silver C,WZJ5767,Coos Bay,OR,9.96,3.38,1.58,14,200,1972,FRP (Fiberglass),NA,Troll
537640,NA,NICKEY,WYZ7767,Charleston,OR,8.869247181,3.017372752,1.249619019,7,85,NA,Wood,NA,NA
537773,9879,Charleen,WAF6435,Chinook,WA,14.32,4.08,2.31,35,190,1972,Wood,21,Longline
537825,NA,MIDNIGHT STAR,WDJ3206,Westport,WA,11.76470588,4.236513258,1.828710759,26,NA,1972,FRP (Fiberglass),NA,NA
537827,9633,Aguero,WCZ5353,Morro Bay,CA,13.07,4.02,2.01,25,230,1972,Steel,27,Multi-purpose
538088,14518,My Girl,WDE7501,Port Orford,OR,8.86,3.65,1.79,13,200,1972,FRP (Fiberglass),NA,Troll
538216,13442,Marilyn-A,WDF9438,Gold Beach,OR,9.81,3.5,1.28,11,201,1972,Wood,NA,Multi-purpose
538936,12874,Ocean Force,WDE3203,Newport,OR,14.14,4.41,2.43,32,325,1971,Steel,NA,Troll
539149,NA,NAT,WDD7908,LONG BEACH,WA,11.33800671,4.114599208,1.767753734,18,NA,1972,Wood,NA,NA
539184,12632,Larry Boy,WDC4165,Charleston,OR,8.96,2.74,1.76,8,60,1925,Wood,NA,Troll
539216,10069,EZC,WCT5093,Brookings,OR,13.56,4.54,2.74,39,300,1972,Steel,16,Troll
539240,12499,Husker,WDC3281,Westport,WA,15.33,4.72,1.88,32,325,1972,FRP (Fiberglass),NA,Multi-purpose
539464,NA,GALLANT LAD,WDG5956,Tokeland,WA,15.20877781,6.09570253,3.10880829,77,NA,1972,FRP (Fiberglass),NA,NA
539666,10221,Hilma,WDF6748,Moss Landing,CA,13.56,4.08,2.34,29,160,1972,Wood,NA,Multi-purpose
539747,13536,Northern Star,WDD5693,Ilwaco,WA,15.54,4.14,1.82,24,360,1972,FRP (Fiberglass),NA,Troll
539826,NA,OCEAN NEMESIS,WDE8127,Sitka,AK,16.1536117,5.18134715,2.468759525,57,425,1972,Steel,NA,NA
539950,NA,Stinger,WYC9524,Winchester Bay,OR,9.024390244,#VALUE!,#VALUE!,11,NA,1968,FRP (Fiberglass),NA,NA
540050,NA,ANN ME,WDE2725,Gold Beach,OR,9.753124048,3.870771106,1.706796708,18,NA,1972,Aluminum,NA,NA
540235,NA,Seaway,WYZ7905,Garibaldi,OR,10.33536585,#VALUE!,#VALUE!,12,NA,1972,FRP (Fiberglass),NA,NA
540397,15476,Sea Sport,WDG7315,Westport,WA,12.98,4.69,1.76,26,600,1972,Steel,NA,Multi-purpose
541153,NA,NO. TEN,WYC2918,WRANGELL,AK,8.74733313,3.352636391,1.706796708,12,NA,1972,FRP (Fiberglass),NA,NA
541256,10151,Glass Slipper,WDE7026,Coos Bay,OR,10.97,3.38,1.58,14,200,1972,FRP (Fiberglass),12,Multi-purpose
541289,NA,CAROL E,WYJ7669,SAMISH ISLAND,WA,10.08838769,3.748857056,1.95062481,20,NA,1972,Wood,NA,NA
541357,11273,Two Sisters,WDA4065,Newport,OR,10.57,4.2,2.1,29,200,1971,FRP (Fiberglass),11,Troll
541394,10875,Pursuit,WDB6009,Brookings,OR,16.39,5.24,2.71,52,192,1972,Steel,48,Troll
541444,NA,JENNY LYNNE,WCN4013,Los Angeles,CA,20.11581835,6.583358732,2.712587626,106,NA,1972,Steel,NA,NA
542042,11063,Silver Eagle,WDE4701,Coos Bay,OR,13.26,4.51,2.1,29,260,1972,Steel,NA,Troll
543021,7419,Autumn,WAJ6741,Honolulu,HI,20.84,6.7,3.26,109,375,1972,Steel,72,Longline
543258,10807,Pamala Jean,WSN6560,La Push,WA,12.58,4.02,2.13,24,210,1972,FRP (Fiberglass),17,Troll
544392,11181,Tana C,WBF7038,Newport,OR,15.27,4.87,2.28,44,325,1972,Steel,19,Troll
544691,NA,Tamara,NA,Seattle,WA,12.83536585,NA,NA,26,NA,1972,Wood,NA,NA
544930,2827,Royal Dawn,WSD3628,San Diego,CA,20.78,6.79,2.62,105,500,1972,Steel,100,Pole and line
545572,NA,LADY KATE,WCW8353,Seattle,WA,23.55989028,7.375800061,3.56598598,152,600,1973,Steel,NA,NA
545579,NA,Tanya Rose,WDD7027,Seattle,WA,23.47560976,NA,NA,77,NA,1972,Steel,NA,NA
545600,NA,Karen Kristie,WUY2478,San Diego,CA,25.33536585,NA,NA,198,NA,NA,Steel,NA,NA
